0,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,25,75,75,75,75,75,75,75,75,75,75,75,75,75,25,35,25,35,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,75,75,75,75,75,35,25,35,25,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,15,15,15,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,75,75,75,75,75,75,75,75,75,75,75,75,15,15,15,75,75,75,75,75,75,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,15,15,15,15,75,75,75,75,15,15,15,75,75,75,75,75,75,75,75,75,75,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,15,15,15,15,15,15,15,75,75,15,15,15,15,15,15,15,15,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,35,75,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25
25,35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75,25,35,25,35,25,35,25,35,25,35,25,35,25,35
35,25,35,25,35,25,35,25,35,25,35,25,35,25,75,75,75,75,75,75,75,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,75,75,75,75,75,75,75,75,75,75,35,25,35,25,35,25,35,25,35,25,35,25,35,25
